target,feature,coefficient,abs_coefficient,spec
is_suppressed_frontier,edge_cell_no,-5.534071917750511,5.534071917750511,core_plus_controls
is_suppressed_frontier,liminal_potential_norm,-3.513468643338863,3.513468643338863,core_plus_controls
is_suppressed_frontier,liminal_host_norm,3.395445214788992,3.395445214788992,core_plus_controls
is_suppressed_frontier,pet_ecology_norm,3.32735368293831,3.32735368293831,core_plus_controls
is_suppressed_frontier,rule_silence_norm,2.273038405511749,2.273038405511749,core_plus_controls
is_suppressed_frontier,district_name_光明区,-1.225446465245679,1.225446465245679,core_plus_controls
is_suppressed_frontier,district_name_坪山区,-0.8782395438783394,0.8782395438783394,core_plus_controls
is_suppressed_frontier,district_name_盐田区,-0.7282133250866036,0.7282133250866036,core_plus_controls
is_suppressed_frontier,district_name_南山区,-0.6924021126084936,0.6924021126084936,core_plus_controls
is_suppressed_frontier,district_name_罗湖区,-0.6518141394502388,0.6518141394502388,core_plus_controls
is_suppressed_frontier,district_name_福田区,-0.6290000712249559,0.6290000712249559,core_plus_controls
is_suppressed_frontier,topology_norm,0.5977970751437055,0.5977970751437055,core_plus_controls
is_suppressed_frontier,district_name_宝安区,-0.4820298132419627,0.4820298132419627,core_plus_controls
is_suppressed_frontier,edge_cell_yes,-0.44813049066491634,0.44813049066491634,core_plus_controls
is_suppressed_frontier,residential_property_host_count,-0.3796997864791224,0.3796997864791224,core_plus_controls
is_suppressed_frontier,district_name_龙岗区,-0.3528490700050043,0.3528490700050043,core_plus_controls
is_suppressed_frontier,district_name_龙华区,-0.3422078676741557,0.3422078676741557,core_plus_controls
is_suppressed_frontier,primary_restrictive_rule_count,0.25440020296576626,0.25440020296576626,core_plus_controls
is_suppressed_frontier,primary_rule_count,-0.24755151173502088,0.24755151173502088,core_plus_controls
is_suppressed_frontier,ped_path_density_m_per_km2,-0.23958322864785142,0.23958322864785142,core_plus_controls
is_suppressed_frontier,road_density_m_per_km2,-0.09635193651737742,0.09635193651737742,core_plus_controls
is_suppressed_frontier,hotel_host_count,0.08708783802516758,0.08708783802516758,core_plus_controls
is_suppressed_frontier,public_space_share,0.06490665393088652,0.06490665393088652,core_plus_controls
is_suppressed_frontier,building_count_per_km2,0.050348239714528634,0.050348239714528634,core_plus_controls
is_suppressed_frontier,valid_area_km2,0.03760380782879878,0.03760380782879878,core_plus_controls
is_suppressed_frontier,boundary_share,0.03760336826548725,0.03760336826548725,core_plus_controls
is_suppressed_frontier,park_or_recreation_host_count,-0.03353889571673928,0.03353889571673928,core_plus_controls
is_suppressed_frontier,building_coverage_share,0.0297812027795881,0.0297812027795881,core_plus_controls
is_suppressed_frontier,primary_positive_rule_count,-0.02120070924424997,0.02120070924424997,core_plus_controls
is_suppressed_frontier,shopping_mall_host_count,-0.016823584007992935,0.016823584007992935,core_plus_controls
is_suppressed_frontier,restaurant_host_count,0.0,0.0,core_plus_controls
is_suppressed_frontier,restrictive_norm,0.0,0.0,core_plus_controls
is_suppressed_frontier,positive_rule_norm,0.0,0.0,core_plus_controls
is_suppressed_frontier,rule_liminal_exposure_norm,0.0,0.0,core_plus_controls
has_positive_rule,rule_silence_norm,-6.53392371219517,6.53392371219517,core_plus_controls
has_positive_rule,topology_norm,4.315420903484188,4.315420903484188,core_plus_controls
has_positive_rule,edge_cell_no,-3.5731061388338237,3.5731061388338237,core_plus_controls
has_positive_rule,edge_cell_yes,-2.800840373864161,2.800840373864161,core_plus_controls
has_positive_rule,district_name_龙岗区,-2.401544140359339,2.401544140359339,core_plus_controls
has_positive_rule,district_name_坪山区,-1.5759640335123029,1.5759640335123029,core_plus_controls
has_positive_rule,primary_positive_rule_count,1.1918506032035918,1.1918506032035918,core_plus_controls
has_positive_rule,district_name_福田区,-1.1779452644773163,1.1779452644773163,core_plus_controls
has_positive_rule,pet_ecology_norm,-1.0295190423118856,1.0295190423118856,core_plus_controls
has_positive_rule,road_density_m_per_km2,0.990689083335016,0.990689083335016,core_plus_controls
has_positive_rule,district_name_龙华区,0.9571321920485365,0.9571321920485365,core_plus_controls
has_positive_rule,district_name_宝安区,-0.8611902193157462,0.8611902193157462,core_plus_controls
has_positive_rule,district_name_光明区,-0.8135389978879572,0.8135389978879572,core_plus_controls
has_positive_rule,liminal_host_norm,0.6474624767992104,0.6474624767992104,core_plus_controls
has_positive_rule,valid_area_km2,-0.6032803236422386,0.6032803236422386,core_plus_controls
has_positive_rule,boundary_share,-0.6032745279595881,0.6032745279595881,core_plus_controls
has_positive_rule,district_name_罗湖区,-0.4011011151166171,0.4011011151166171,core_plus_controls
has_positive_rule,liminal_potential_norm,0.3595246714972037,0.3595246714972037,core_plus_controls
has_positive_rule,ped_path_density_m_per_km2,0.28962616111977385,0.28962616111977385,core_plus_controls
has_positive_rule,building_count_per_km2,0.2649015009694053,0.2649015009694053,core_plus_controls
has_positive_rule,district_name_盐田区,-0.24644292786985506,0.24644292786985506,core_plus_controls
has_positive_rule,building_coverage_share,-0.23631969070532902,0.23631969070532902,core_plus_controls
has_positive_rule,primary_rule_count,0.21157093257939844,0.21157093257939844,core_plus_controls
has_positive_rule,primary_restrictive_rule_count,0.19108519201585286,0.19108519201585286,core_plus_controls
has_positive_rule,district_name_南山区,0.1466479937929306,0.1466479937929306,core_plus_controls
has_positive_rule,shopping_mall_host_count,-0.0700221918926829,0.0700221918926829,core_plus_controls
has_positive_rule,hotel_host_count,-0.057223823511661574,0.057223823511661574,core_plus_controls
has_positive_rule,public_space_share,-0.05217119405051316,0.05217119405051316,core_plus_controls
has_positive_rule,residential_property_host_count,-0.0502624490882115,0.0502624490882115,core_plus_controls
has_positive_rule,park_or_recreation_host_count,0.004742342663280802,0.004742342663280802,core_plus_controls
has_positive_rule,restrictive_norm,0.0,0.0,core_plus_controls
has_positive_rule,restaurant_host_count,0.0,0.0,core_plus_controls
has_positive_rule,positive_rule_norm,0.0,0.0,core_plus_controls
has_positive_rule,rule_liminal_exposure_norm,0.0,0.0,core_plus_controls
has_primary_positive_rule,edge_cell_no,-3.191755542501571,3.191755542501571,core_plus_controls
has_primary_positive_rule,primary_positive_rule_count,1.7383262566828366,1.7383262566828366,core_plus_controls
has_primary_positive_rule,district_name_龙岗区,-0.9123966560859739,0.9123966560859739,core_plus_controls
has_primary_positive_rule,district_name_宝安区,-0.6196845989026484,0.6196845989026484,core_plus_controls
has_primary_positive_rule,district_name_南山区,-0.3946176778113797,0.3946176778113797,core_plus_controls
has_primary_positive_rule,district_name_龙华区,-0.34230439318277384,0.34230439318277384,core_plus_controls
has_primary_positive_rule,district_name_坪山区,-0.33183304906861805,0.33183304906861805,core_plus_controls
has_primary_positive_rule,district_name_光明区,-0.31398432083470457,0.31398432083470457,core_plus_controls
has_primary_positive_rule,edge_cell_yes,-0.29120693669379893,0.29120693669379893,core_plus_controls
has_primary_positive_rule,primary_rule_count,0.26283275347857493,0.26283275347857493,core_plus_controls
has_primary_positive_rule,valid_area_km2,0.2391195280240537,0.2391195280240537,core_plus_controls
has_primary_positive_rule,boundary_share,0.23911951816223506,0.23911951816223506,core_plus_controls
has_primary_positive_rule,district_name_盐田区,-0.21473290570149126,0.21473290570149126,core_plus_controls
has_primary_positive_rule,district_name_福田区,-0.19850772395573918,0.19850772395573918,core_plus_controls
has_primary_positive_rule,topology_norm,0.19550732237176097,0.19550732237176097,core_plus_controls
has_primary_positive_rule,district_name_罗湖区,-0.15490115365201973,0.15490115365201973,core_plus_controls
has_primary_positive_rule,pet_ecology_norm,-0.08128593375506862,0.08128593375506862,core_plus_controls
has_primary_positive_rule,rule_silence_norm,-0.06090272463482785,0.06090272463482785,core_plus_controls
has_primary_positive_rule,primary_restrictive_rule_count,0.06010143336950328,0.06010143336950328,core_plus_controls
has_primary_positive_rule,road_density_m_per_km2,-0.04916621564881474,0.04916621564881474,core_plus_controls
has_primary_positive_rule,liminal_potential_norm,0.04185490371369913,0.04185490371369913,core_plus_controls
has_primary_positive_rule,liminal_host_norm,0.038707375457774675,0.038707375457774675,core_plus_controls
has_primary_positive_rule,shopping_mall_host_count,-0.030687004762634137,0.030687004762634137,core_plus_controls
has_primary_positive_rule,hotel_host_count,0.02132643971602334,0.02132643971602334,core_plus_controls
has_primary_positive_rule,public_space_share,0.012045492790086881,0.012045492790086881,core_plus_controls
has_primary_positive_rule,building_coverage_share,-0.009704125430484966,0.009704125430484966,core_plus_controls
has_primary_positive_rule,park_or_recreation_host_count,-0.008939628260146559,0.008939628260146559,core_plus_controls
has_primary_positive_rule,ped_path_density_m_per_km2,-0.006326276750836576,0.006326276750836576,core_plus_controls
has_primary_positive_rule,residential_property_host_count,-0.004087798555872697,0.004087798555872697,core_plus_controls
has_primary_positive_rule,building_count_per_km2,0.0014414010854840514,0.0014414010854840514,core_plus_controls
has_primary_positive_rule,restrictive_norm,0.0,0.0,core_plus_controls
has_primary_positive_rule,restaurant_host_count,0.0,0.0,core_plus_controls
has_primary_positive_rule,positive_rule_norm,0.0,0.0,core_plus_controls
has_primary_positive_rule,rule_liminal_exposure_norm,0.0,0.0,core_plus_controls
suppression_index,pet_ecology_norm,0.08250921702886359,0.08250921702886359,core_plus_controls
suppression_index,rule_silence_norm,0.06844537726583176,0.06844537726583176,core_plus_controls
suppression_index,liminal_host_norm,0.06593039649446644,0.06593039649446644,core_plus_controls
suppression_index,topology_norm,2.2554739657945933e-05,2.2554739657945933e-05,core_plus_controls
suppression_index,residential_property_host_count,1.1194232883187747e-05,1.1194232883187747e-05,core_plus_controls
suppression_index,liminal_potential_norm,9.647388883176864e-06,9.647388883176864e-06,core_plus_controls
suppression_index,boundary_share,-8.911902775707326e-06,8.911902775707326e-06,core_plus_controls
suppression_index,valid_area_km2,-8.910784342558632e-06,8.910784342558632e-06,core_plus_controls
suppression_index,edge_cell_no,6.574557281005305e-06,6.574557281005305e-06,core_plus_controls
suppression_index,edge_cell_yes,-6.574557195740904e-06,6.574557195740904e-06,core_plus_controls
suppression_index,primary_rule_count,-5.259519150278208e-06,5.259519150278208e-06,core_plus_controls
suppression_index,primary_restrictive_rule_count,4.914855705200566e-06,4.914855705200566e-06,core_plus_controls
suppression_index,hotel_host_count,3.428927687034922e-06,3.428927687034922e-06,core_plus_controls
suppression_index,district_name_罗湖区,-3.232832279180831e-06,3.232832279180831e-06,core_plus_controls
suppression_index,district_name_龙华区,3.117515790131136e-06,3.117515790131136e-06,core_plus_controls
suppression_index,district_name_龙岗区,2.7296506818751235e-06,2.7296506818751235e-06,core_plus_controls
suppression_index,district_name_福田区,-2.7293204070075253e-06,2.7293204070075253e-06,core_plus_controls
suppression_index,shopping_mall_host_count,1.9804404527944444e-06,1.9804404527944444e-06,core_plus_controls
suppression_index,road_density_m_per_km2,1.4852315680533806e-06,1.4852315680533806e-06,core_plus_controls
suppression_index,public_space_share,1.4668353043336165e-06,1.4668353043336165e-06,core_plus_controls
suppression_index,primary_positive_rule_count,-1.375333998948189e-06,1.375333998948189e-06,core_plus_controls
suppression_index,building_coverage_share,-9.969457069782694e-07,9.969457069782694e-07,core_plus_controls
suppression_index,park_or_recreation_host_count,8.908239821140795e-07,8.908239821140795e-07,core_plus_controls
suppression_index,building_count_per_km2,7.091568320029498e-07,7.091568320029498e-07,core_plus_controls
suppression_index,district_name_光明区,-5.905917504947804e-07,5.905917504947804e-07,core_plus_controls
suppression_index,ped_path_density_m_per_km2,4.165279819308684e-07,4.165279819308684e-07,core_plus_controls
suppression_index,district_name_南山区,3.8367955215129996e-07,3.8367955215129996e-07,core_plus_controls
suppression_index,district_name_宝安区,3.72067991398222e-07,3.72067991398222e-07,core_plus_controls
suppression_index,district_name_盐田区,-6.31642106595108e-08,6.31642106595108e-08,core_plus_controls
suppression_index,district_name_坪山区,1.3000905000710359e-08,1.3000905000710359e-08,core_plus_controls
suppression_index,restrictive_norm,0.0,0.0,core_plus_controls
suppression_index,restaurant_host_count,0.0,0.0,core_plus_controls
suppression_index,positive_rule_norm,0.0,0.0,core_plus_controls
suppression_index,rule_liminal_exposure_norm,0.0,0.0,core_plus_controls
