target,feature,coefficient,abs_coefficient,spec
is_suppressed_frontier,edge_cell_no,-5.306288744535774,5.306288744535774,core_plus_controls
is_suppressed_frontier,liminal_potential_norm,-3.4890966182675656,3.4890966182675656,core_plus_controls
is_suppressed_frontier,liminal_host_norm,3.4373438325617465,3.4373438325617465,core_plus_controls
is_suppressed_frontier,positive_rule_norm_v51,-3.3232878353533724,3.3232878353533724,core_plus_controls
is_suppressed_frontier,pet_ecology_norm,2.851253519113178,2.851253519113178,core_plus_controls
is_suppressed_frontier,rule_silence_norm,2.098213289548252,2.098213289548252,core_plus_controls
is_suppressed_frontier,district_name_罗湖区,-1.5394035713452214,1.5394035713452214,core_plus_controls
is_suppressed_frontier,district_name_光明区,-1.200742470314202,1.200742470314202,core_plus_controls
is_suppressed_frontier,topology_norm,0.9893041254343334,0.9893041254343334,core_plus_controls
is_suppressed_frontier,district_name_坪山区,-0.9772008648557502,0.9772008648557502,core_plus_controls
is_suppressed_frontier,district_name_盐田区,-0.7621118324045636,0.7621118324045636,core_plus_controls
is_suppressed_frontier,district_name_南山区,-0.4549320754880115,0.4549320754880115,core_plus_controls
is_suppressed_frontier,district_name_宝安区,-0.4479597606437496,0.4479597606437496,core_plus_controls
is_suppressed_frontier,edge_cell_yes,-0.41427431542170123,0.41427431542170123,core_plus_controls
is_suppressed_frontier,district_name_龙岗区,-0.3111443536511249,0.3111443536511249,core_plus_controls
is_suppressed_frontier,residential_property_host_count,-0.2789843498541449,0.2789843498541449,core_plus_controls
is_suppressed_frontier,primary_positive_rule_count,0.2696175403348019,0.2696175403348019,core_plus_controls
is_suppressed_frontier,public_space_share,-0.23635243862195168,0.23635243862195168,core_plus_controls
is_suppressed_frontier,rule_liminal_exposure_norm_v51,-0.18397715749186014,0.18397715749186014,core_plus_controls
is_suppressed_frontier,ped_path_density_m_per_km2,-0.1429582529893419,0.1429582529893419,core_plus_controls
is_suppressed_frontier,road_density_m_per_km2,-0.13006975765924622,0.13006975765924622,core_plus_controls
is_suppressed_frontier,district_name_龙华区,-0.12886631034379026,0.12886631034379026,core_plus_controls
is_suppressed_frontier,district_name_福田区,0.10179817908871498,0.10179817908871498,core_plus_controls
is_suppressed_frontier,hotel_host_count,-0.05978590879474503,0.05978590879474503,core_plus_controls
is_suppressed_frontier,shopping_mall_host_count,-0.05799226811813265,0.05799226811813265,core_plus_controls
is_suppressed_frontier,primary_restrictive_rule_count,-0.048347644704817,0.048347644704817,core_plus_controls
is_suppressed_frontier,park_or_recreation_host_count,-0.032620969876610124,0.032620969876610124,core_plus_controls
is_suppressed_frontier,boundary_share,-0.03225990653897362,0.03225990653897362,core_plus_controls
is_suppressed_frontier,valid_area_km2,-0.03225958400548595,0.03225958400548595,core_plus_controls
is_suppressed_frontier,primary_rule_count,-0.03150140469323904,0.03150140469323904,core_plus_controls
is_suppressed_frontier,building_count_per_km2,-0.02845535003737991,0.02845535003737991,core_plus_controls
is_suppressed_frontier,building_coverage_share,0.0002684862345499698,0.0002684862345499698,core_plus_controls
is_suppressed_frontier,restrictive_norm,0.0,0.0,core_plus_controls
